Sentence,Label
I believe that many of the things they have done are evil in any concept of morality that we have.,appeal to worse problems
The plane wasn't flying the way it was supposed to be; it was a waste of money.,appeal to worse problems
"It's like if you looked at the -- it's the equivalent of the buggy and horse days, compared to other industries here in America.",appeal to worse problems
It was a disaster.,appeal to worse problems
"And the vast majority of all family businesses would be completely exempt, and all of the others would have sharply reduced.",appeal to worse problems
The fact is the Medicare problems have not been addressed. We have had eight years of problems with prescription drugs not being addressed. Social Security problem  's not been addressed. The educational problem has not been addressed. We  've had eight years of talk but no action.,appeal to worse problems
the worst financial crisis,appeal to worse problems
President Bush has taken -- he's the only president in history to do this. He's also the only president in 72 years to lose jobs -- 1. 6 million jobs lost. He's the only president to have incomes of families go down for the last three years; the only president to see exports go down; the only president to see the lowest level of business investment in our country as it is today.,appeal to worse problems
This president has never once vetoed one bill; the first president in a hundred years not to do that.,appeal to worse problems
"Thirdly, in Bosnia it's a virtual miracle that there has been no return to war and at least there has now been an election.",appeal to worse problems
withering on the vine,appeal to worse problems
That is morally and socially unacceptable in a modern day economy.,appeal to worse problems
"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.",appeal to worse problems
"They are the states in the Midwest, they are the states in the upper Midwest, that’s where the spike is occurring significantly, but they’re all Americans.",appeal to worse problems
I get treated worse than the Tea Party got treated,appeal to worse problems
worst,appeal to worse problems
"weaker, sicker, poorer, more divided and more violent",appeal to worse problems
the second black woman,appeal to worse problems
complete disaster,appeal to worse problems
